report_date,open_street,sponsor,borough,category,sponsor_type,total_weekly_hours,length_mi
2022-04-01,East 81st Street,PS 6,Manhattan,Full Closure: Schools,School,35,0.0902245562514001
2022-04-01,East 82nd Street - 5th Avenue - Madison Avenue,Marymount School of New York,Manhattan,Full Closure: Schools,School,42,0.095998145641001
2022-04-01,East 89th Street,Saint David's School,Manhattan,Full Closure: Schools,School,20,0.0967163749307813
2022-04-01,East 90th Street,Church of the Heavenly Rest,Manhattan,Full Closure,Nonprofit,7,0.0968786182999493
2022-04-01,East 91st Street - 1st Avenue - 2nd Avenue,PS 527,Manhattan,Full Closure: Schools,School,20,0.1446187098156358
2022-04-01,East 91st Street - 5th Avenue - Madison Avenue,The Spence School,Manhattan,Full Closure: Schools,School,35,0.0967953695336088
2022-04-01,East 91st Street - Park Avenue - Madison Avenue,The Dalton School,Manhattan,Full Closure: Schools,School,12,0.0913320056093577
2022-04-01,East 92nd Street,The Nightingale Bamford School,Manhattan,Full Closure: Schools,School,27,0.0978522037069702
2022-04-01,East 93rd Street,The Spence School,Manhattan,Full Closure: Schools,School,35,0.0898100957946081
2022-04-01,East 95th Street,Hunter College Campus Schools,Manhattan,Full Closure: Schools,School,12,0.0910187618694727
2022-04-01,Eckford Street,Oliver H. Perry Public School 34,Brooklyn,Full Closure: Schools,School,37,0.1257117166195138
2022-04-01,Field Place,MS363: The Academy for Personal Leadership and Excellence,Bronx,Full Closure: Schools,School,55,0.0562676342378364
2022-04-01,Findlay Avenue,NYPD 44th Precinct,Bronx,Full Closure,Government,30,0.0938953879853446
2022-04-01,Frederick Douglass Boulevard,City Managed / DOT,Manhattan,Limited Local Access,,56,0.03823137505613
2022-04-01,Freedom Drive,Forest Park,Queens,Full Closure,,0,0.2803614963253742
2022-04-01,Gansevoort Street - Little West 12th St - West 13th St,Meatpacking Business Improvement District,Manhattan,Full Closure,Business Improvement District,91,0.0535827154488414
2022-04-01,Gerard Avenue,Kipp NYC,Bronx,Full Closure: Schools,School,39,0.0956848944332666
2022-04-01,Graham Avenue - Skillman,PS 132,Brooklyn,Full Closure: Schools,School,21,0.0895625687393822
2022-04-01,Grand Street,Gertie Restaurant LLC,Brooklyn,Full Closure,Business,32,0.0784281249063535
2022-04-01,Grattan Street,Grattan Street Merhcant Group,Brooklyn,Limited Local Access,Merchants Association,10,0.0879048659611205
2022-04-01,Grove Street - Hudson,PS 3,Manhattan,Full Closure: Schools,School,37,0.1629598015852635
2022-04-01,Hall Street,Hall Street Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,84,0.1759794817088487
2022-04-01,Hanover Place,German School of Brooklyn,Brooklyn,Full Closure: Schools,School,30,0.0703748010430439
2022-04-01,Harman Street,PS 376,Brooklyn,Full Closure: Schools,School,35,0.0614296629634762
2022-04-01,Havemeyer Street,Williamsburg Northside School,Brooklyn,Full Closure: Schools,School,30,0.0488825715127635
2022-04-01,Henry Street,Red Hook Recreation Center,Brooklyn,Limited Local Access,,84,0.0983622574080411
2022-04-01,Hester Street - PS 42M,PS 42M,Manhattan,Full Closure: Schools,School,35,0.042857122598633
2022-04-01,Heyward Street,Beginning with Children Charter School 2�,Brooklyn,Full Closure: Schools,School,20,0.1316955121683829
2022-04-01,Howard Avenue - Bed-Stuy,Friends of Saratoga Park Bed Stuy,Brooklyn,Full Closure,Neighborhood Organization,8,0.0514032292333522
2022-04-01,Hoyt Street,Atlantic Avenue Business Improvement District,Brooklyn,Full Closure,Business Improvement District,33,0.0478797512469988
2022-04-01,Hudson Boulevard East - West,Hudson Yards Hell's Kitchen Alliance,Manhattan,Limited Local Access,Business Improvement District,84,0.09606934834587161
2022-04-01,Irving Place,Washington Irving Educational Campus,Manhattan,Full Closure: Schools,School,47,0.0460623229666175
2022-04-01,Irvington Street,IS 7,Staten Island,Full Closure: Schools,School,41,0.1240580876118794
2022-04-01,Jefferson Avenue,700 Jefferson Avenue Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,24,0.1554015847211831
2022-04-01,Jefferson Street,Les Enfants de Boheme,Manhattan,Limited Local Access,Business,44,0.0933070972395417
2022-04-01,Jennings Street,Caldwell Enrichment Program Inc.,Bronx,Full Closure,School,40,0.0433884846260261
2022-04-01,Jones Street,Blind Tiger,Manhattan,Full Closure,Business,35,0.094098237318814
2022-04-01,King Street,Hudson Square Business Improvement District,Manhattan,Limited Local Access,Business Improvement District,28,0.0810170590966334
2022-04-01,Lafayette Street,Osteria Morini,Manhattan,Full Closure,Business,77,0.0596327593425525
2022-04-01,Lawrence Street,Downtown Brooklyn Partnership,Brooklyn,Limited Local Access,Business Improvement District,77,0.2137820525823681
2022-04-01,Livingston Street,The Packer Collegiate Institute,Brooklyn,Full Closure: Schools,School,55,0.1113344596599901
2022-04-01,Locust Avenue,Yeshivat Darchei Eres,Brooklyn,Full Closure: Schools,School,20,0.0553995501651698
2022-04-01,Ludlow Street,Lower East Side Partnership,Manhattan,Limited Local Access,Business Improvement District,56,0.1685425233636254
2022-04-01,MacDougal Street - West 8th St,Village Alliance,Manhattan,Limited Local Access,Business Improvement District,77,0.3130705951765104
2022-04-01,Macdougal Street - Cooke Transitions,Cooke School and Institute,Manhattan,Full Closure: Schools,School,46,0.0316552819221917
2022-04-01,McClellan Street,City Managed / DOT,Bronx,Limited Local Access,,40,0.0994771250233317
2022-04-01,Minthorne Street,"Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC",Staten Island,Full Closure,Nonprofit,17,0.0970787935440311
2022-04-01,Montgomery Street,Ernesto's NYC,Manhattan,Full Closure,Business,53,0.0470135956981436
2022-04-01,Morton Street,Mad Morton,Manhattan,Full Closure,Business,52,0.0616802252991838
2022-04-01,Nassau Avenue,North Brooklyn Open Streets Community Coalition,Brooklyn,Limited Local Access,Nonprofit,84,0.1454252166762597
2022-04-01,Nassau Street,Pine Street School,Manhattan,Full Closure: Schools,School,36,0.0483562472132572
2022-04-01,New Dorp Lane - 9th Street,New Dorp Business Improvement District,Staten Island,Full Closure,Business Improvement District,14,0.0844308063581702
2022-04-01,Old Broadway,Osborne Association,Manhattan,Full Closure,Nonprofit,10,0.0542266915545564
2022-04-01,Orchard Street,Lower East Side Partnership,Manhattan,Limited Local Access,Business Improvement District,77,0.5711474449409223
2022-04-01,Pacific Street,Boerum Hill Association,Brooklyn,Limited Local Access,Neighborhood Organization,24,0.3847597959305253
2022-04-01,Parkside Avenue - Withrop Street - Rogers Avenue - Nostrand Avenue,Explore Charter School,Brooklyn,Full Closure: Schools,School,30,0.304720016919594
2022-04-01,Peck Slip,The Peck Slip School,Manhattan,Full Closure: Schools,School,55,0.11592934050303669
2022-04-01,Pell Street - Bayard Street - Doyers Street,Chinatown Business Improvement District,Manhattan,Full Closure,Business Improvement District,91,0.1485079061558514
2022-04-01,Pleasant Avenue,PS 112,Manhattan,Full Closure: Schools,School,35,0.1182253766028434
2022-04-01,Poplar Street,PS8,Brooklyn,Full Closure: Schools,School,40,0.0894847024397712
2022-04-01,Randolph Street,Enlightenment Wines Farm and Meadery LLC.,Brooklyn,Full Closure,Business,28,0.0891365371648049
2022-04-01,Rapelye Street,"Brooklyn New School, PS 146",Brooklyn,Full Closure: Schools,School,35,0.1087019719073291
2022-04-01,Reads Lane,Kesher Bridging Communities,Queens,Limited Local Access,Nonprofit,29,0.4722826727656554
2022-04-01,Reed Street,Hometown Bar B Que,Brooklyn,Full Closure,Business,62,0.0856946218373311
2022-04-01,Remsen Street,Brooklyn Heights Synagogue Preschool,Brooklyn,Full Closure: Schools,School,28,0.1046912676184672
2022-04-01,Ridge Boulevard - 81st Street - 82nd Street,Bay Ridge Prep School,Brooklyn,Full Closure: Schools,School,32,0.0527533892612686
2022-04-01,Ridge Boulevard - 85th Street - 86th Street,Dimtrios and Georgia Kaloidis School,Brooklyn,Full Closure: Schools,School,22,0.0621704151935101
2022-04-01,Rivington Street - Chrystie Street,Ray's Bar,Manhattan,Full Closure,Business,24,0.0767716253140114
2022-04-01,Rivington Street - Eldridge Street,Jadis,Manhattan,Limited Local Access,Business,49,0.0501618576497558
2022-04-01,Rivington Street - Essex Street,Rivington East Merchants Association,Manhattan,Full Closure,Merchants Association,30,0.045001654153222
2022-04-01,Rogers Place,Pharos Academy Charter School,Bronx,Full Closure: Schools,School,7,0.1544666718091782
2022-04-01,Russell Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Limited Local Access,Nonprofit,84,0.175453799354619
2022-04-01,S1st Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Limited Local Access,Nonprofit,84,0.9021981767874788
2022-04-01,Saint Marks Avenue,Explore Exceed Charter School,Brooklyn,Full Closure: Schools,School,45,0.1710132286860023
2022-04-01,Sharon Street,Sharon Street Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,84,0.1630577067413827
2022-04-01,Silver Lake Park Road,Silver Lake Park,Staten Island,Full Closure,,0,0.6485493017215227
2022-04-01,Skillman Avenue,Sunnyside Woodside Open Streets,Queens,Limited Local Access,Nonprofit,84,0.1967181821888676
2022-04-01,South Portland Avenue,Fort Greene,Brooklyn,Limited Local Access,,84,0.1749508977196331
2022-04-01,Spring Street - Nolita,Musket Hospitality LLC,Manhattan,Full Closure,Business,84,0.1627896096120103
2022-04-01,Spring Street - Sullivan Street - Thompson Street,"St Tropez Soho, LLC",Manhattan,Full Closure,Business,45,0.0471256671631257
2022-04-01,Spring Street - Thompson Street - West Broadway,Bistro Les Amis,Manhattan,Full Closure,Business,84,0.043141473408743
2022-04-01,St. Marks Place - 3rd Avenue - 2nd Avenue,St. Marks Business Coalition,Manhattan,Full Closure,Business Improvement District,32,0.1341426159319584
2022-04-01,Staple Street,The Washington Market School,Manhattan,Full Closure: Schools,School,45,0.0459918793798724
2022-04-01,Stone Street,Stone Street Community Association,Manhattan,Full Closure,Business Improvement District,91,0.0672922965653566
2022-04-01,Summit Street,Mary McDowell Friends School,Brooklyn,Full Closure: Schools,School,10,0.1065891291102757
2022-04-01,Thompson Street,Judson Memorial Church,Manhattan,Limited Local Access,Nonprofit,84,0.049332914939787
2022-04-01,Tibbett Avenue,Kingsbridge,Bronx,Limited Local Access,,84,0.3771766084938083
2022-04-01,Trinity Avenue,City Managed / DOT,Bronx,Limited Local Access,,40,0.3785441387150668
2022-04-01,Underhill Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,Limited Local Access,Neighborhood Organization,56,0.4765253513075205
2022-04-01,University Place,Village Alliance,Manhattan,Limited Local Access,Business Improvement District,49,0.0466908193415551
2022-04-01,Vanderbilt Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,Full Closure,Neighborhood Organization,31,0.3609585748371837
2022-04-01,Wales Avenue,DREAM,Bronx,Full Closure: Schools,Business,22,0.0602114995788494
2022-04-01,Washington St - Main St - Brooklyn,DUMBO Business Improvement District,Brooklyn,Full Closure,Business Improvement District,70,0.0466945399266853
2022-04-01,Washington Street - Manhattan,Village Community School,Manhattan,Full Closure: Schools,School,25,0.0514835121401863
2022-04-01,Weirfield Street,PS 151K Lyndon Baines Johnson Elementary School,Brooklyn,Full Closure: Schools,School,13,0.1364448179722672
2022-04-01,West 103rd Street,West 103rd St Open Streets Community Coalition,Manhattan,Limited Local Access,Nonprofit,84,0.2608739616425735
2022-04-01,West 115th Street,City Managed / DOT,Manhattan,Limited Local Access,,16,0.197985567038253
2022-04-01,West 120th Street,Marcus Meets Malcolm,Manhattan,Limited Local Access,Nonprofit,56,0.1046790650616911
2022-04-01,West 142nd Street - 5th Avenue - Chisum Place,Global Community Charter School,Manhattan,Full Closure: Schools,School,37,0.0869334056672509
2022-04-01,West 16th Street,Winston Preparatory School,Manhattan,Full Closure: Schools,School,31,0.1703103532320532
2022-04-01,West 18th Street,Bayard Rustin Educational Campus,Manhattan,Full Closure: Schools,School,45,0.1703543641457169
2022-04-01,West 21st Street,Chelsea,Manhattan,Limited Local Access,,84,0.1707370111056112
2022-04-01,West 22nd - Chelsea,Chelsea,Manhattan,Limited Local Access,,84,0.1700990588301359
2022-04-01,West 231st Street,"The Marie Curie High School For Medicine, Nursing and Health Professions",Bronx,Full Closure: Schools,School,25,0.0666692889770194
2022-04-01,West 32nd Street - Koreatown,New York Korea Town Association,Manhattan,Full Closure,Neighborhood Organization,28,0.1588863223631577
2022-04-01,West 46th Street - 8th Avenue - 9th Avenue,Times Square Alliance,Manhattan,Limited Local Access,Business Improvement District,42,0.1713194894899778
2022-04-01,West 70th Street,"Parent Teacher Association of PS 199, Inc.",Manhattan,Full Closure: Schools,School,35,0.171094830361985
2022-04-01,West 78th Street,Rodeph Sholom School,Manhattan,Full Closure: Schools,School,23,0.1704376715761682
2022-04-01,West 92nd St,West Side Montessori School,Manhattan,Full Closure: Schools,School,40,0.0889341910703752
2022-04-01,West 9th Street,Red Hook Initiative,Brooklyn,Limited Local Access,Nonprofit,66,0.0884883251493183
2022-04-01,West End Avenue - 73rd-78th,Manhattan Day School,Manhattan,Full Closure: Schools,School,15,0.1031991453009241
2022-04-01,Whitwell Place,Little Brooklyn Playschool,Brooklyn,Full Closure: Schools,School,17,0.0711970047097083
2022-04-01,Willoughby Avenue - Fort Greene,Fort Greene,Brooklyn,Limited Local Access,,0,0.4171076505473506
2022-04-01,Woodside Avenue,Thai Community USA NYC,Queens,Full Closure,Nonprofit,25,0.1425166651703905
2022-07-28,160th Street,Queens School of Inquiry,Queens,Full Closure: Schools,School,45,0.04925357020039
2022-07-28,31st Avenue,31st Ave Open Street Collective,Queens,Full Closure,Nonprofit,16,0.0991317100300512
2022-07-28,34th Avenue,34th Ave Open Streets Coalition,Queens,Limited Local Access,Nonprofit,91,1.2955984990100728
2022-07-28,37th Street - Astoria,Our World Neighborhood Charter Middle School,Queens,Full Closure: Schools,School,22,0.1903726839147056
2022-07-28,37th Street - Maspeth,Blissville Civic Association,Queens,Limited Local Access,Neighborhood Organization,24,0.086927702026831
2022-07-28,50th Avenue - 98th Street - 99th Street,IS 61Q: Leonardo Da Vinci,Queens,Full Closure: Schools,School,37,0.1011148328624433
2022-07-28,5th Avenue - Park Slope,Park Slope Fifth Avenue Business Improvement District,Brooklyn,Full Closure,Business Improvement District,22,0.564914274829479
2022-07-28,5th Avenue - Sunset Park,Sunset Park Business Improvement District,Brooklyn,Full Closure,Business Improvement District,6,0.1969312048551731
2022-07-28,72nd Street,PS 12,Queens,Full Closure: Schools,School,35,0.0506185503266321
2022-07-28,87th Street,P.S. 222,Queens,Full Closure: Schools,School,13,0.1420730431917704
2022-07-28,94th Street-55th Ave,PS 13Q Clement C Moore School,Queens,Full Closure: Schools,School,37,0.0636537739418134
2022-07-28,98th Street,PS 019,Queens,Full Closure: Schools,School,36,0.1322952227624477
2022-07-28,Academy Street,Community League of the Heights,Manhattan,Full Closure,Nonprofit,37,0.0748007774712718
2022-07-28,Aitken Place,Mary McDowell Friends School,Brooklyn,Full Closure: Schools,School,15,0.0572535045699595
2022-07-28,Albemarle Road,PS 230 The Doris Cohen School,Brooklyn,Full Closure: Schools,School,35,0.0549895322721426
2022-07-28,Alexander Avenue,Third Avenue Business Improvement District,Bronx,Full Closure,Business Improvement District,24,0.052808219651746
2022-07-28,Amsterdam Avenue,Columbus Amsterdam Business Improvement District,Manhattan,Full Closure,Business Improvement District,28,0.1060078230636026
2022-07-28,Arthur Avenue,Belmont Business Improvement District,Bronx,Full Closure,Business Improvement District,14,0.1084276338186362
2022-07-28,Audubon Avenue,Connectemonos,Manhattan,Full Closure,Nonprofit,6,0.0872743049940256
2022-07-28,Avenue B - 6th Street - 14th Street,Loisaida Open Streets Community Coalition,Manhattan,Limited Local Access,Nonprofit,84,0.390671088854085
2022-07-28,Avenue Of The Americas,Hudson Square Business Improvement District,Manhattan,Full Closure,Business Improvement District,63,0.0907109008777836
2022-07-28,Barton Avenue,Asian American Federation,Queens,Full Closure,Nonprofit,88,0.0487240234225658
2022-07-28,Benson Avenue,Federation of Italian American Organizations of Brooklyn,Brooklyn,Full Closure,Nonprofit,28,0.0325856270203428
2022-07-28,Bleecker Street,Von Design Ltd.,Manhattan,Full Closure,Business,42,0.0825670332795324
2022-07-28,Bond Street,il Buco,Manhattan,Full Closure,Business,58,0.1245105506329146
2022-07-28,Broadway - East 29th Street - Flatiron,Flatiron Partnership,Manhattan,Full Closure,Business Improvement District,105,0.1053536220023872
2022-07-28,Broome - 303 Canary,303 Canary LLC,Manhattan,Full Closure,Business,0,0.0492734504814579
2022-07-28,Buffalo Avenue,Society for the Preservation of Weeksville and Bedford-Stuyvesant History,Brooklyn,Full Closure,Nonprofit,14,0.0611444479854162
2022-07-28,Canal Street,Cervo's,Manhattan,Full Closure,Business,66,0.0930696384502529
2022-07-28,Catalpa Avenue,St. Matthias Catholic Academy,Queens,Full Closure: Schools,School,46,0.104191469212845
2022-07-28,Chauncey Street,Chauncey Street Block & Tenants Association,Brooklyn,Limited Local Access,Neighborhood Organization,0,0.1437047965406545
2022-07-28,Christopher Street,Kettle of Fish,Manhattan,Full Closure,Business,71,0.2090101611250788
2022-07-28,Columbia Place,Willowtown Association,Brooklyn,Limited Local Access,Neighborhood Organization,91,0.1359780017958459
2022-07-28,Columbus Avenue - Morningside Heights,Columbus Amsterdam Business Improvement District,Manhattan,Full Closure,Business Improvement District,16,0.1996229518066211
2022-07-28,Columbus Avenue - Upper West Side,Columbus Avenue Business Improvement District,Manhattan,Full Closure,Business Improvement District,10,0.4566489850617176
2022-07-28,Cornelia Street,Palma Restaurant,Manhattan,Full Closure,Business,31,0.1059549314653428
2022-07-28,Decatur Street,Decatur Howard Saratoga Block Association President,Brooklyn,Limited Local Access,Neighborhood Organization,22,0.1453933456194362
2022-07-28,Duane Street,"KioRestaurant, LLC (d.b.a. Khe-Yo)",Manhattan,Full Closure,Business,76,0.045943682009923
2022-07-28,Duffield Street,Brooklyn Prospect International Elementary School,Brooklyn,Full Closure: Schools,School,24,0.0626329047556943
2022-07-28,E18th Street - Irving Place,Gramercy Neighborhood Associates,Manhattan,Full Closure,Neighborhood Organization,62,0.1031465852872367
2022-07-28,East 100th Street - East 101st Street,Uptown Grand Central,Manhattan,Full Closure,Nonprofit,16,0.2778977097818429
2022-07-28,East 10th Street,Grace Church School,Manhattan,Full Closure: Schools,School,41,0.0629841563773761
2022-07-28,East 115th Street - Park Ave-3rd Ave,Uptown Grand Central,Manhattan,Full Closure,Nonprofit,18,0.0
2022-07-28,East 115th Street - Pleasant Avenue - 1st Avenue,Salsa Stories,Manhattan,Full Closure,Nonprofit,8,0.1346502272084435
2022-07-28,East 16th Street,Friends Seminary,Manhattan,Full Closure: Schools,School,40,0.1838301631050021
2022-07-28,East 20th Street,Rezdora,Manhattan,Full Closure,Business,54,0.1169092827036053
2022-07-28,East 4th Street,Fourth Arts Block (FABnyc),Manhattan,Full Closure,Nonprofit,7,0.131123367974867
2022-07-28,East 73rd Street,The Buckley School,Manhattan,Full Closure: Schools,School,25,0.1033987836620779
2022-07-28,East 78th Street,The Allen-Stevenson School,Manhattan,Full Closure: Schools,School,45,0.1031027858807342
2022-07-28,East 7th Street,Overthrow Hospitality,Manhattan,Full Closure,Business,49,0.1328805323223075
2022-07-28,East 81st Street,PS 6,Manhattan,Full Closure: Schools,School,35,0.0902245562514001
2022-07-28,East 82nd Street - 5th Avenue - Madison Avenue,Marymount School of New York,Manhattan,Full Closure: Schools,School,42,0.0900897736363052
2022-07-28,East 90th Street,Church of the Heavenly Rest,Manhattan,Full Closure,Nonprofit,6,0.0968786182999493
2022-07-28,East 91st Street - 5th Avenue - Madison Avenue,The Spence School,Manhattan,Full Closure: Schools,School,35,0.0967953695336088
2022-07-28,East 91st Street - Park Avenue - Madison Avenue,The Dalton School,Manhattan,Full Closure: Schools,School,17,0.0913320056093577
2022-07-28,East 92nd Street,The Nightingale Bamford School,Manhattan,Full Closure: Schools,School,27,0.0978522037069702
2022-07-28,East 93rd Street,The Spence School,Manhattan,Full Closure: Schools,School,35,0.0898100957946081
2022-07-28,Eckford Street,Oliver H. Perry Public School 34,Brooklyn,Full Closure: Schools,School,37,0.1257117166195138
2022-07-28,Forsyth Street,Chinatown Business Improvement District,Manhattan,Full Closure,Business Improvement District,16,0.0392875298084903
2022-07-28,Gansevoort Street - Little West 12th St - West 13th St,Meatpacking Business Improvement District,Manhattan,Full Closure,Business Improvement District,91,0.5215133766445879
2022-07-28,Graham Avenue - Scholes,Pizzette,Brooklyn,Full Closure,Business,24,0.0500526029853821
2022-07-28,Grand Street,Gertie Restaurant LLC,Brooklyn,Full Closure,Business,18,0.0784281249063535
2022-07-28,Grove Street - Hudson,PS3 John Melser Charrette School,Manhattan,Full Closure: Schools,School,37,0.1080029173779806
2022-07-28,Hall Street,Hall Street Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,70,0.1759794817088487
2022-07-28,Hester Street - Little Italy,Little Italy Merchants Association,Manhattan,Full Closure,Merchants Association,40,0.21874561146978821
2022-07-28,Hester Street - PS 42M,PS 42M,Manhattan,Full Closure: Schools,School,35,0.042857122598633
2022-07-28,Howard Avenue - Bed-Stuy,Friends of Saratoga Park Bed Stuy,Brooklyn,Full Closure,Neighborhood Organization,13,0.0514032292333522
2022-07-28,Hoyt Street,Atlantic Avenue Business Improvement District,Brooklyn,Full Closure,Business Improvement District,36,0.0478797512469988
2022-07-28,Hudson Boulevard East - West,Hudson Yards Hell's Kitchen Alliance,Manhattan,Limited Local Access,Business Improvement District,84,0.09606934834587161
2022-07-28,Jefferson Avenue,The 700 Jefferson Avenue Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,27,0.1554015847211831
2022-07-28,Jefferson Street,Les Enfants de Boheme,Manhattan,Limited Local Access,Business,44,0.0933070972395417
2022-07-28,Jennings Street,Caldwell Enrichment Program Inc.,Bronx,Full Closure,School,48,0.0433884846260261
2022-07-28,Kelly Street - East 163rd-Intervale,"Banana Kelly Community Improvement Association, Inc.",Bronx,Limited Local Access,Nonprofit,27,0.0984064462895454
2022-07-28,King Street,Hudson Square Business Improvement District,Manhattan,Full Closure,Business Improvement District,9,0.0810170590966334
2022-07-28,La Salle Street,Morningside Area Alliance,Manhattan,Full Closure,Neighborhood Organization,5,0.0540056287998519
2022-07-28,Lafayette Street,Altamarea Group,Manhattan,Full Closure,Business,77,0.0596327593425525
2022-07-28,Lawrence Street,Downtown Brooklyn Partnership,Brooklyn,Full Closure,Business Improvement District,50,0.1369694904069747
2022-07-28,Lewis Avenue,Bridge Street Development Corporation,Brooklyn,Full Closure,Nonprofit,8,0.3210539393616688
2022-07-28,Livingston Street,The Packer Collegiate Institute,Brooklyn,Full Closure: Schools,School,55,0.1113344596599901
2022-07-28,Longfellow Avenue,PS 811X,Bronx,Full Closure: Schools,School,37,0.1247735763162915
2022-07-28,Ludlow Street,Lower East Side Partnership,Manhattan,Limited Local Access,Business Improvement District,69,0.1685425233636254
2022-07-28,Minthorne Street,"Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC",Staten Island,Full Closure,Nonprofit,21,0.0970787935440311
2022-07-28,Montague Street,Montague Street Business Improvement District,Brooklyn,Full Closure,Business Improvement District,15,0.277047382851833
2022-07-28,Montgomery Street,Ernesto's NYC,Manhattan,Full Closure,Business,92,0.0470135956981436
2022-07-28,Morton Street,Cara JECM LLC,Manhattan,Full Closure,Business,61,0.0616802252991838
2022-07-28,Murdock Avenue,Addisleigh Park Civic Organization,Queens,Full Closure,Neighborhood Organization,91,0.0192639146586003
2022-07-28,Nassau Avenue,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Closure,Nonprofit,24,0.0501639682939919
2022-07-28,Nassau Street,Pine Street School,Manhattan,Limited Local Access,School,36,0.0483562472132572
2022-07-28,New Dorp Lane - 9th Street,New Dorp Business Improvement District,Staten Island,Full Closure,Business Improvement District,14,0.0844308063581702
2022-07-28,Newkirk Avenue,Flatbush Development Corporation,Brooklyn,Full Closure,Neighborhood Organization,8,0.3478994297046857
2022-07-28,Orchard Street,Lower East Side Partnership,Manhattan,Limited Local Access,Business Improvement District,69,0.2134179037524174
2022-07-28,Pacific Street - Prospect Heights,Prospect Heights Neighborhood Development Council,Brooklyn,Limited Local Access,Neighborhood Organization,31,0.1579363061605196
2022-07-28,Peck Slip,The Peck Slip School,Manhattan,Full Closure: Schools,School,42,0.0507942679180109
2022-07-28,Pell Street - Bayard Street - Doyers Street,Chinatown Business Improvement District,Manhattan,Full Closure,Business Improvement District,24,0.1485079061558514
2022-07-28,Pleasant Avenue,PS 112,Manhattan,Full Closure: Schools,School,35,0.1191010860986155
2022-07-28,Randolph Street,Enlightenment Wines Farm and Meadery LLC.,Brooklyn,Full Closure,Business,28,0.0891365371648049
2022-07-28,Rapelye Street,PS 146 Brooklyn New School,Brooklyn,Full Closure: Schools,School,37,0.1087019719073291
2022-07-28,Reads Lane,Kesher Bridging Communities,Queens,Limited Local Access,Nonprofit,29,0.4722826727656554
2022-07-28,Reed Street,Hometown Bar B Que,Brooklyn,Full Closure,Business,63,0.0856946218373311
2022-07-28,Ridge Boulevard - 81st Street - 82nd Street,Bay Ridge Prep School,Brooklyn,Full Closure,School,20,0.0527533892612686
2022-07-28,Rivington Street - Eldridge Street,Jadis,Manhattan,Limited Local Access,Business,54,0.1003237152995116
2022-07-28,Rivington Street - Essex Street,Rivington East Merchants Association,Manhattan,Full Closure,Merchants Association,30,0.045001654153222
2022-07-28,S1st Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Limited Local Access,Nonprofit,84,0.9021981767874788
2022-07-28,South 1st Street,"PS 84, Jose De Diego School",Brooklyn,Full Closure: Schools,School,16,0.0931053515453855
2022-07-28,South Portland Avenue,Fort Greene Open Streets Coalition,Brooklyn,Limited Local Access,Nonprofit,84,0.1749508977196331
2022-07-28,Spring Street - Nolita,Peasant,Manhattan,Full Closure,Business,84,0.1473615558175764
2022-07-28,Spring Street - Sullivan Street - Thompson Street,"St Tropez Soho, LLC",Manhattan,Full Closure,Business,47,0.043141473408743
2022-07-28,Spring Street - Thompson Street - West Broadway,Bistro Les Amis,Manhattan,Full Closure,Business,84,0.043141473408743
2022-07-28,Staple Street,The Washington Market School,Manhattan,Full Closure: Schools,School,27,0.0459918793798724
2022-07-28,State Street,Boerum Hill Association,Brooklyn,Limited Local Access,Neighborhood Organization,84,0.3828339988222223
2022-07-28,Stone Street,Stone Street Community Association,Manhattan,Full Closure,Business Improvement District,91,0.0672922965653566
2022-07-28,Summit Street,Mary McDowell Friends School,Brooklyn,Full Closure: Schools,School,12,0.1065891291102757
2022-07-28,Tompkins Avenue,Bridge Street Development Corporation,Brooklyn,Full Closure,Nonprofit,11,0.3066264729066685
2022-07-28,Underhill Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,Limited Local Access,Neighborhood Organization,56,0.4765253513075205
2022-07-28,Vanderbilt Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,Full Closure,Neighborhood Organization,31,0.3609585748371837
2022-07-28,Washington St - Main St - Brooklyn,DUMBO Business Improvement District,Brooklyn,Full Closure,Business Improvement District,70,0.0466945399266853
2022-07-28,Water Street SI,Van Duzer Street Civic Association,Staten Island,Full Closure,Neighborhood Organization,7,0.1657406278187056
2022-07-28,Watkins Street - Belmont,Brownsville Community Justice Center,Brooklyn,Full Closure,Nonprofit,28,0.0223430270029766
2022-07-28,West 103rd Street,The W103 Open Streets Community Coalition,Manhattan,Limited Local Access,Nonprofit,84,0.2608739616425735
2022-07-28,West 115th Street,Sisulu Walker Charter School of Harlem,Manhattan,Full Closure: Schools,School,25,0.1401715918326216
2022-07-28,West 120th Street,Marcus Meets Malcolm,Manhattan,Limited Local Access,Nonprofit,90,0.1046790650616911
2022-07-28,West 12th Street,Alliance for Coney Island,Brooklyn,Full Closure,Neighborhood Organization,6,0.1431197421229514
